sku,Size,Paper,Color,250,500,1000,2500,5000,10000,15000,20000,25000,30000,35000,40000,45000,50000
dvdinserts,"7.1857"" x 10.75""",100 lb. Gloss Book (C2S) with Aqueous Coating,"Full Color Front,No Back",49.45,53.31,61.04,92.72,123.63,239.52,354.65,469,582.58,695.39,807.43,918.69,1029.18,1138.9
dvdinserts,"7.1857"" x 10.75""",100 lb. Gloss Book (C2S) with Aqueous Coating,Full Color Both Sides,57.18,64.13,66.45,100.45,135.21,266.57,266.57,526.95,655.99,784.25,911.73,1038.45,1164.39,1289.56
