Size,Page,Paper,Cover,Gloss,weight,sku,Wildcard,100,250,500,1000,2500,5000,10000,15000,20000,25000,30000,35000,40000,45000,50000,55000,60000,65000,70000,75000,80000,85000,90000,95000,100000
"20.20"" x 8.5 "" Vertical","8 pages (4 cover, 4 inside)",100 lb Gloss Book (C2S) with Aqueous Coating,100 lb. Gloss Cover (C2S) with Aqueous Coating,'',1.3,'','none',$185.25 ,$234.32 ,$264.76 ,$286.92 ,$415.10 ,$646.20 ,"$1,115.20 ","$1,632.65 ","$2,143.57 ","$2,647.93 ","$3,145.75 ","$3,637.03 ","$4,121.76 ","$4,599.94 ","$5,071.58 ","$5,536.68 ","$5,995.23 ","$6,447.23 ","$6,892.69 ","$7,331.60 ","$7,763.98 ","$8,189.80 ","$8,609.08 ","$9,021.81 ","$9,428.01 "
