sku,Size,Color,Paper,weight,Wildcard,Cover,Page,Turnaround,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000
labels,4.25 x 5.5,Single Sided Color,60# Gloss Label,0,null,null,null,2-3 Days,290,340,390,440,490,540,590,630,660,690,750,810,870,930,990,1050,1110,1170,1230,1290,1350,1410,1470,1530,1590
labels,4.25 x 5.5,Single Sided Color,60# Matte Label,0,null,null,null,2-3 Days,290,340,390,440,490,540,590,630,660,690,750,810,870,930,990,1050,1110,1170,1230,1290,1350,1410,1470,1530,1590
labels,5 1/2 x 8 1/2,Single Sided Color,60# Gloss Label,0,null,null,null,2-3 Days,390,440,490,540,590,640,690,730,760,790,850,910,970,1030,1090,1150,1210,1270,1330,1390,1450,1510,1570,1630,1690
labels,5 1/2 x 8 1/2,Single Sided Color,60# Matte Label,0,null,null,null,2-3 Days,390,440,490,540,590,640,690,730,760,790,850,910,970,1030,1090,1150,1210,1270,1330,1390,1450,1510,1570,1630,1690
