sku,Size,Color,Paper,weight,Wildcard,Cover,Page,Coating,Turnaround,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000
dvdinserts,7.1875x10.75,4/0 (Full Color Front Side),100# Gloss Text,0,null,null,null,AQ 2 Sides (Semi-Gloss Coated),2-3 Days,129,166.5,204,241.5,279,321,363,405,447,489,523,557,591,625,659,693,727,761,795,829,863,897,931,965,999
