sku,Size,Page,weight,Paper,Cover,100,250,500,1000,2500,5000,10000,15000,20000,25000,30000,35000,40000,45000,50000,55000,60000,65000,70000,75000,80000,85000,90000,95000,100000
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,100 lb Gloss Book (C2S) with Aqueous Coating,100 lb. Gloss Cover (C2S) with Aqueous Coating,207,262.6,296.52,320.56,463.96,721.6,1248.6,1823.04,2389.92,2949.24,3501,4045.2,4581.84,5110.92,5632.44,6146.4,6652.8,7151.64,7642.92,8126.64,8602.8,9071.4,9532.44,9985.92,10431.84
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,100 lb Gloss Book (C2S) with Aqueous Coating,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating All Sides,null,266.8,299.64,338.8,527.16,828,1463,2178.68,2880.04,3577.08,4269.8,4958.2,5642.28,6322.04,6997.48,7668.6,8335.4,8997.88,9656.04,10309.88,10959.4,11604.6,12245.48,12882.04,13514.28
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,100 lb Gloss Book (C2S) with Aqueous Coating,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating Back and Front Cover ,null,266.8,299.64,338.8,527.16,828,1463,2178.68,2880.04,3577.08,4269.8,4958.2,5642.28,6322.04,6997.48,7668.6,8335.4,8997.88,9656.04,10309.88,10959.4,11604.6,12245.48,12882.04,13514.28
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,100 lb Gloss Book (C2S) with Aqueous Coating,Recycled 100 lb. Dull Cover with Matte Finish ,null,272.86,306.44,346.37,539.6,847.29,1500.26,2234.22,2952.16,3664.9,4372.43,5074.78,5771.93,6463.91,7150.71,7832.35,8508.83,9180.15,9846.33,10507.36,11169.44,11820.58,12466.59,13107.49,13743.28
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,100 lb Gloss Book (C2S) with Aqueous Coating,Self Cover,177.2,189,206.12,230.72,350.92,560.2,871,1217.48,1569.64,1917.48,2261,2600.2,2935.08,3265.64,3591.88,3913.8,4231.4,4544.68,4853.64,5158.28,5458.6,5754.6,6046.28,6333.64,6616.68
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,70 lb. Offset Smooth White,100 lb. Gloss Cover (C2S) with Aqueous Coating,207,262.6,296.52,320.56,463.96,721.6,1248.6,1823.04,2389.92,2949.24,3501,4045.2,4581.84,5110.92,5632.44,6146.4,6652.8,7151.64,7642.92,8126.64,8602.8,9071.4,9532.44,9985.92,10431.84
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,70 lb. Offset Smooth White,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating All Sides,null,266.8,299.64,338.8,527.16,828,1463,2178.68,2880.04,3577.08,4269.8,4958.2,5642.28,6322.04,6997.48,7668.6,8335.4,8997.88,9656.04,10309.88,10959.4,11604.6,12245.48,12882.04,13514.28
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,70 lb. Offset Smooth White,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating Back and Front Cover ,null,266.8,299.64,338.8,527.16,828,1463,2178.68,2880.04,3577.08,4269.8,4958.2,5642.28,6322.04,6997.48,7668.6,8335.4,8997.88,9656.04,10309.88,10959.4,11604.6,12245.48,12882.04,13514.28
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,70 lb. Offset Smooth White,Recycled 100 lb. Dull Cover with Matte Finish ,null,272.86,306.44,346.37,539.6,847.29,1500.26,2234.22,2952.16,3664.9,4372.43,5074.78,5771.93,6463.91,7150.71,7832.35,8508.83,9180.15,9846.33,10507.36,11169.44,11820.58,12466.59,13107.49,13743.28
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,70 lb. Offset Smooth White,Self Cover,177.2,189,206.12,230.72,350.92,560.2,871,1217.48,1569.64,1917.48,2261,2600.2,2935.08,3265.64,3591.88,3913.8,4231.4,4544.68,4853.64,5158.28,5458.6,5754.6,6046.28,6333.64,6616.68
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,80 lb. Gloss Book (C2S) with Aqueous Coating,100 lb. Gloss Cover (C2S) with Aqueous Coating,null,255.31,288.55,311.62,452.12,702.59,1218.36,1786.9,2344.26,2894.2,3455.1,3992.82,4523.09,5045.9,5561.27,6069.18,6569.64,7062.65,7548.2,8026.31,8496.96,8960.16,9415.91,9864.2,10305.05
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,80 lb. Gloss Book (C2S) with Aqueous Coating,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating All Sides,null,259.51,291.67,329.86,515.32,808.99,1432.76,2142.54,2834.38,3522.04,4223.9,4905.82,5583.53,6257.02,6926.31,7591.38,8252.24,8908.89,9561.32,10209.55,10853.56,11493.36,12128.95,12760.32,13387.49
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,80 lb. Gloss Book (C2S) with Aqueous Coating,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating Back and Front Cover ,null,259.51,291.67,329.86,515.32,808.99,1432.76,2142.54,2834.38,3522.04,4223.9,4905.82,5583.53,6257.02,6926.31,7591.38,8252.24,8908.89,9561.32,10209.55,10853.56,11493.36,12128.95,12760.32,13387.49
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,80 lb. Gloss Book (C2S) with Aqueous Coating,Recycled 100 lb. Dull Cover with Matte Finish ,null,265.57,298.47,337.43,527.76,828.28,1470.02,2198.09,2906.5,3609.86,4326.53,5022.4,5713.18,6398.89,7079.54,7755.13,8425.67,9091.16,9751.61,10407.03,11063.6,11709.34,12350.06,12985.78,13616.49
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,80 lb. Gloss Book (C2S) with Aqueous Coating,Self Cover,null,174.42,190.18,212.84,327.25,522.18,810.52,1145.21,1478.32,1807.41,2169.2,2495.44,2817.58,3135.61,3449.54,3759.36,4065.08,4366.7,4664.21,4957.62,5246.92,5532.12,5813.22,6090.21,6363.1
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,Recycled 80 lb. Dull Text with Matte Fish,100 lb. Gloss Cover (C2S) with Aqueous Coating,null,null,303.6,328.51,475.8,740.61,1278.84,1864.34,2442.11,3012.14,3574.44,4129.01,4675.84,5214.95,5746.32,6269.95,6785.86,7794.03,7794.47,8287.17,8772.14,9249.38,9718.89,10180.67,10634.71
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,Recycled 80 lb. Dull Text with Matte Fish,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating All Sides,null,null,306.72,346.75,539,847.01,1493.24,2219.98,2932.23,3639.98,4343.24,5042.01,5736.28,6426.07,7111.36,7792.15,8468.46,9140.27,9807.59,10470.41,11128.74,11782.58,12431.93,13076.79,13717.15
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,Recycled 80 lb. Dull Text with Matte Fish,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating Back and Front Cover ,null,null,306.72,346.75,539,847.01,1493.24,2219.98,2932.23,3639.98,4343.24,5042.01,5736.28,6426.07,7111.36,7792.15,8468.46,9140.27,9807.59,10470.41,11128.74,11782.58,12431.93,13076.79,13717.15
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,Recycled 80 lb. Dull Text with Matte Fish,Recycled 100 lb. Dull Cover with Matte Finish ,null,null,313.53,354.32,551.44,866.3,1530.5,2275.52,3004.35,3727.8,4445.87,5158.58,5865.94,6567.93,7264.59,7955.9,8641.88,9322.54,9997.87,10667.89,11338.78,11998.56,12653.05,13302.24,13946.15
catalogs,"6"" x 9"" Vertical","8 pages (4 cover, 4 inside)",null,Recycled 80 lb. Dull Text with Matte Fish,Self Cover,null,null,220.29,246.62,374.59,598.22,931.48,1300.08,1674.01,2043.28,2407.88,2767.82,3123.09,3473.69,3819.63,4160.9,4497.51,4829.45,5156.73,5479.34,5797.29,6110.57,6419.18,6723.13,7022.41
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,100 lb Gloss Book (C2S) with Aqueous Coating,100 lb. Gloss Cover (C2S) with Aqueous Coating,282.6,343.6,385.08,419.92,611.92,959.2,1626.6,2339.28,3042.24,3735.48,4419,5092.8,5756.88,6411.24,7055.88,7690.8,8316,8931.48,9537.24,10133.28,10719.6,11296.2,11863.08,12420.24,12967.68
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,100 lb Gloss Book (C2S) with Aqueous Coating,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating All Sides,null,388.2,388.2,438.16,675.12,1065.6,1841,2694.92,3532.36,4363.32,5187.8,6005.8,6817.32,7622.36,8420.92,9213,9998.6,10777.72,11550.36,12316.52,13076.2,13829.4,14576.12,15316.36,16050.12
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,100 lb Gloss Book (C2S) with Aqueous Coating,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating Back and Front Cover ,null,388.2,388.2,438.16,675.12,1065.6,1841,2694.92,3532.36,4363.32,5187.8,6005.8,6817.32,7622.36,8420.92,9213,9998.6,10777.72,11550.36,12316.52,13076.2,13829.4,14576.12,15316.36,16050.12
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,100 lb Gloss Book (C2S) with Aqueous Coating,Recycled 100 lb. Dull Cover with Matte Finish ,null,353.86,395,445.73,687.56,1084.89,1878.26,2750.46,3604.48,4451.14,5290.43,6122.38,6946.97,7764.23,8574.15,9376.75,10172.03,10959.99,11740.65,12514,13286.24,14045.38,14797.23,15541.81,16279.12
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,100 lb Gloss Book (C2S) with Aqueous Coating,Self Cover,282.6,270,294.68,330.08,498.88,797.8,1249,1733.72,2221.96,2703.72,3179,3647.8,4110.12,4565.96,5015.32,5458.2,5894.6,6324.52,6747.96,7164.92,7575.4,7979.4,8376.92,8767.96,9152.52
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,70 lb. Offset Smooth White,100 lb. Gloss Cover (C2S) with Aqueous Coating,282.6,343.6,385.08,419.92,611.92,959.2,1626.6,2339.28,3042.24,3735.48,4419,5092.8,5756.88,6411.24,7055.88,7690.8,8316,8931.48,9537.24,10133.28,10719.6,11296.2,11863.08,12420.24,12967.68
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,70 lb. Offset Smooth White,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating All Sides,null,388.2,388.2,438.16,675.12,1065.6,1841,2694.92,3532.36,4363.32,5187.8,6005.8,6817.32,7622.36,8420.92,9213,9998.6,10777.72,11550.36,12316.52,13076.2,13829.4,14576.12,15316.36,16050.12
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,70 lb. Offset Smooth White,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating Back and Front Cover ,null,388.2,388.2,438.16,675.12,1065.6,1841,2694.92,3532.36,4363.32,5187.8,6005.8,6817.32,7622.36,8420.92,9213,9998.6,10777.72,11550.36,12316.52,13076.2,13829.4,14576.12,15316.36,16050.12
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,70 lb. Offset Smooth White,Recycled 100 lb. Dull Cover with Matte Finish ,null,353.86,395,445.73,687.56,1084.89,1878.26,2750.46,3604.48,4451.14,5290.43,6122.38,6946.97,7764.23,8574.15,9376.75,10172.03,10959.99,11740.65,12514,13286.24,14045.38,14797.23,15541.81,16279.12
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,70 lb. Offset Smooth White,Self Cover,282.6,270,294.68,330.08,498.88,797.8,1249,1733.72,2221.96,2703.72,3179,3647.8,4110.12,4565.96,5015.32,5458.2,5894.6,6324.52,6747.96,7164.92,7575.4,7979.4,8376.92,8767.96,9152.52
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,80 lb. Gloss Book (C2S) with Aqueous Coating,100 lb. Gloss Cover (C2S) with Aqueous Coating,null,329.02,369.14,402.04,588.25,921.18,1566.12,2267.01,2950.92,3625.41,4327.2,4988.04,5639.38,6281.21,6913.54,7536.36,8149.68,8753.5,9347.81,9932.62,10507.92,11073.72,11630.02,12176.81,12714.1
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,80 lb. Gloss Book (C2S) with Aqueous Coating,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating All Sides,null,333.22,372.26,420.28,651.45,1027.58,1780.52,2622.65,3441.04,4253.25,5096,5901.04,6699.82,7492.33,8278.58,9058.56,9832.28,10599.74,11360.93,12115.86,12864.52,13606.92,14343.06,15072.93,15796.54
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,80 lb. Gloss Book (C2S) with Aqueous Coating,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating Back and Front Cover ,null,333.22,372.26,420.28,651.45,1027.58,1780.52,2622.65,3441.04,4253.25,5096,5901.04,6699.82,7492.33,8278.58,9058.56,9832.28,10599.74,11360.93,12115.86,12864.52,13606.92,14343.06,15072.93,15796.54
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,80 lb. Gloss Book (C2S) with Aqueous Coating,Recycled 100 lb. Dull Cover with Matte Finish ,null,339.28,379.06,427.84,663.89,1046.87,1817.78,2678.19,3513.16,4341.06,5198.63,6017.62,6829.47,7634.2,8431.81,9222.31,10005.71,10782.01,11551.21,12313.34,13074.56,13822.9,14564.17,15298.38,16025.54
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,80 lb. Gloss Book (C2S) with Aqueous Coating,Self Cover,null,248.13,270.77,303.25,463.37,740.78,1158.28,1625.31,2084.97,2538.61,3041.3,3490.66,3933.86,4370.91,4801.8,5226.54,5645.12,6057.54,6463.81,6863.92,7257.88,7645.68,8027.32,8402.81,8772.14
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,Recycled 80 lb. Dull Text with Matte Fish,100 lb. Gloss Cover (C2S) with Aqueous Coating,null,null,399.25,435.82,635.59,997.22,1687.08,2421.88,3146.61,3861.28,4565.88,5260.42,5944.89,6619.29,7283.63,7937.9,8582.11,9216.25,9840.33,10454.34,11058.29,11652.17,12235.98,12809.73,13373.41
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,Recycled 80 lb. Dull Text with Matte Fish,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating All Sides,null,null,399.25,435.82,635.59,997.22,1687.08,2421.88,3146.61,3861.28,4565.88,5260.42,5944.89,6619.29,7283.63,7937.9,8582.11,9216.25,9840.33,10454.34,11058.29,11652.17,12235.98,12809.73,13373.41
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,Recycled 80 lb. Dull Text with Matte Fish,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating Back and Front Cover ,null,null,402.37,454.06,698.79,1103.62,1901.48,2777.52,3636.73,4489.12,5334.68,6173.42,7005.33,7830.41,8648.67,9460.1,10264.71,11062.49,11853.45,12637.58,13414.89,14185.37,14949.02,15705.85,16455.85
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,Recycled 80 lb. Dull Text with Matte Fish,Recycled 100 lb. Dull Cover with Matte Finish ,null,null,409.17,461.63,711.24,1122.9,1938.74,2833.06,3708.85,4576.94,5437.31,6289.99,7134.98,7972.28,8801.9,9623.85,10438.14,11244.76,12043.74,12835.06,13624.93,14401.35,15170.14,15931.31,16684.86
catalogs,"6"" x 9"" Vertical","12 pages (4 cover, 8 inside)  ",null,Recycled 80 lb. Dull Text with Matte Fish,Self Cover,null,null,315.93,353.93,534.39,854.82,1339.72,1857.62,2378.52,2892.42,3399.32,3899.22,4392.13,4878.04,5356.95,5828.86,6293.77,6751.68,7202.6,7646.51,8083.43,8513.35,8936.27,9352.2,9761.12
catalogs,"6"" x 9"" Vertical","16 pages (4 cover, 16 inside)  ",null,100 lb Gloss Book (C2S) with Aqueous Coating,100 lb. Gloss Cover (C2S) with Aqueous Coating,358.2,424.6,473.64,519.28,759.88,1196.8,2004.6,2855.52,3694.56,4521.72,5337,6140.4,6931.92,7711.56,8479.32,9235.2,9979.2,10711.32,11431.56,12139.92,12836.4,13521,14193.72,14854.56,15503.52
catalogs,"6"" x 9"" Vertical","16 pages (4 cover, 16 inside)  ",null,100 lb Gloss Book (C2S) with Aqueous Coating,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating All Sides,null,428.8,476.76,537.52,823.08,1303.2,2219,3211.16,4184.68,5149.56,6105.8,7053.4,7992.36,8922.68,9844.36,10757.4,11661.8,12557.56,13444.68,14323.16,15193,16054.2,16906.76,17750.68,18585.96
catalogs,"6"" x 9"" Vertical","16 pages (4 cover, 16 inside)  ",null,100 lb Gloss Book (C2S) with Aqueous Coating,14 pt. Gloss Coated Cover (C2S) with High Gloss UV Coating Back and Front Cover ,null,428.8,476.76,537.52,823.08,1303.2,2219,3211.16,4184.68,5149.56,6105.8,7053.4,7992.36,8922.68,9844.36,10757.4,11661.8,12557.56,13444.68,14323.16,15193,16054.2,16906.76,17750.68,18585.96
catalogs,"6"" x 9"" Vertical","16 pages (4 cover, 16 inside)  ",null,100 lb Gloss Book (C2S) with Aqueous Coating,Recycled 100 lb. Dull Cover with Matte Finish ,null,434.86,483.56,545.09,835.52,1322.49,2256.26,3266.7,4256.8,5237.38,6208.43,7169.98,8122.01,9064.55,9997.59,10921.15,11835.23,12739.83,13634.97,14520.64,15403.04,16270.18,17127.87,17976.13,18814.96
catalogs,"6"" x 9"" Vertical","16 pages (4 cover, 16 inside)  ",null,100 lb Gloss Book (C2S) with Aqueous Coating,Self Cover,328.4,351,383.24,429.44,646.84,1035.4,1627,2249.96,2874.28,3489.96,4097,4695.4,5285.16,5866.28,6438.76,7002.6,7557.8,8104.36,8642.28,9171.56,9692.2,10204.2,10707.56,11202.28,11688.36
catalogs,"6"" x 9"" Vertical","16 pages (4 cover, 16 inside)  ",null,70 lb. Offset Smooth White,100 lb. Gloss Cover (C2S) with Aqueous Coating,358.2,424.6,473.64,519.28,759.88,1196.8,2004.6,2855.52,3694.56,4521.72,5337,6140.4,6931.92,7711.56,8479.32,9235.2,9979.2,10711.32,11431.56,12139.92,12836.4,13521,14193.72,14854.56,15503.52
