sku,Size,Paper,Color,Panel,Tray,250,500,1000,2500,5000,10000,15000,20000,25000,30000,35000,40000,45000,50000
cdpackages,"4.75"" x 4.75"" Single Panel Without Tray",100 lb. Gloss Book (C2S) with Aqueous Coating,"Full Color Front, No Back",Single,No Tray,22.56,24.82,27.07,38.36,47.38,103.79,159.07,213.22,266.24,318.13,368.9,418.53,467.04,514.43
cdpackages,"4.75"" x 4.75"" Single Panel Without Tray",100 lb. Gloss Book (C2S) with Aqueous Coating,Full Color Both Sides,Single,No Tray,27.07,28.2,31.59,45.13,58.66,126.35,192.91,258.34,322.64,385.82,447.87,508.78,568.57,627.24
cdpackages,"4.75"" x 4.75"" Single Panel With Tray",100 lb. Gloss Book (C2S) with Aqueous Coating,"Full Color Front, No Back",Single,Tray Card,80.13,89.64,99.15,151.71,219.76,422.58,623.13,821.43,1017.47,1211.26,1402.79,1592.07,1779.09,1963.85
cdpackages,"4.75"" x 4.75"" Single Panel With Tray",100 lb. Gloss Book (C2S) with Aqueous Coating,Full Color Both Sides,Single,Tray Card,89.15,96.41,108.18,165.25,242.32,467.7,690.82,911.68,1130.29,1346.64,1560.73,1772.57,1982.15,2189.48
cdpackages,"4.75"" x 9.5"" Double Panel Without Tray",100 lb. Gloss Book (C2S) with Aqueous Coating,"Full Color Front, No Back",Double,No Tray,44,45.36,48.52,76.41,116.71,201.17,325.17,458.73,591.83,724.48,856.68,988.43,1119.73,1250.57
cdpackages,"4.75"" x 9.5"" Double Panel Without Tray",100 lb. Gloss Book (C2S) with Aqueous Coating,Full Color Both Sides,Double,No Tray,45.36,48.06,49.87,78.66,118.97,205.68,331.94,467.75,603.11,738.02,872.48,1006.48,1140.03,1273.14
cdpackages,"4.75"" x 9.5"" Double Panel With Tray",100 lb. Gloss Book (C2S) with Aqueous Coating,"Full Color Front, No Back",Double,Tray Card,101.56,110.17,120.59,189.76,289.09,519.96,789.24,1066.94,1343.07,1617.61,1890.58,2161.96,2431.77,2700
cdpackages,"4.75"" x 9.5"" Double Panel With Tray",100 lb. Gloss Book (C2S) with Aqueous Coating,Full Color Both Sides,Double,Tray Card,107.43,116.27,126.46,198.79,302.63,547.03,829.85,1121.09,1410.75,1698.84,1985.34,2270.26,2553.61,2835.37
