sku,weight,Size,Paper,Folding,100,250,500,1000,2500,5000,10000,15000,20000,25000,30000,35000,40000,45000,50000,55000,60000,65000,70000,75000,80000,85000,90000,95000,100000
brochures,null,"11"" x25.5"" (6 Page Brochure)",100 lb. Gloss Book (C2S) with Aqueous Coating,Tri Fold To 11x8.5 (6 pages),202.39,216.34,235.88,263.8,402.4,570.34,1040.89,1548.66,2063.63,2575.82,3085.21,3591.81,4095.62,4596.63,5094.86,5590.29,6082.94,6572.79,7059.85,7544.12,8025.6,8504.29,8980.18,9453.29,9923.6
brochures,null,"11"" x25.5"" (6 Page Brochure)",100 lb. Gloss Cover (C2S) with Aqueous Coating,Tri Fold To 11x8.5 (6 pages),244.61,286.48,314.39,370.21,579.25,579.25,1531.86,2268.22,3001.12,3720.06,4425.05,5116.08,5793.16,6456.27,7105.44,7740.64,8361.89,8969.19,9562.52,10141.91,10707.33,11258.8,11796.31,12319.87,12829.47
brochures,null,"11"" x25.5"" (6 Page Brochure)",70 lb. Offset Opaque Smooth White,Tri Fold To 11x8.5 (6 pages),202.39,216.34,235.88,263.8,402.4,570.34,1040.89,1548.66,2063.63,2575.82,3085.21,3591.81,4095.62,4596.63,5094.86,5590.29,6082.94,6572.79,7059.85,7544.12,8025.6,8504.29,8980.18,9453.29,9923.6
brochures,null,"11"" x25.5"" (6 Page Brochure)",80 lb. Gloss Book (C2S) with Aqueous Coating,Tri Fold To 11x8.5 (6 pages),184.8,197.5,215.28,240.68,371.81,527.91,961.62,1447.25,1930.38,2410.91,2944.95,3429.22,3910.83,4389.8,4866.12,5339.78,5810.79,6279.15,6744.86,7207.92,7668.32,8126.07,8581.17,9033.62,9483.42
brochures,null,"11"" x25.5"" (6 Page Brochure)",Recycled 100 lb. Dull Cover with Matte Finish,Tri Fold To 11x8.5 (6 pages),353.84,374.05,397.15,446.55,752.31,1152.53,2329.83,3544.34,4759.13,5965.88,7164.61,8355.33,9538.06,10712.82,11879.62,13038.49,14189.44,15332.48,16467.63,17594.91,18731.56,19844.18,20948.98,22045.96,23135.15
brochures,null,"11"" x25.5"" (6 Page Brochure)",Recycled 80 lb. Dull Text with Matte Finish,Tri Fold To 11x8.5 (6 pages),218.02,233.09,254.19,284.34,432.99,612.76,1120.17,1664.55,2215.92,2764.28,3309.62,3851.95,4391.26,4927.56,5460.85,5991.12,6518.37,7042.61,7563.84,8082.05,8597.25,9109.43,9618.6,10124.75,10627.89
