sku,Size,Color,Paper,Coating,weight,Wildcard,Cover,Page,Turnaround,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000
letterheads,8.5x11,4/0 (Full Color Front Side),70# Uncoated Offset Smooth Text,Uncoated,0,null,null,null,2-3 Days,149,219,289,359,429,489,549,609,669,729,789,849,909,969,1029,1089,1149,1209,1269,1329,1389,1449,1509,1569,1629
