sku,Size,weight,Wildcard,Cover,Page,Color,Paper,Coating,Turnaround,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
4colorenvelope,#10 Envelope,0,null,null,null,4/0 ( Full Color Front Side),70# Uncoated Offset Smooth,Uncoated,2-3 Days,249,336.5,424,511.5,599,707,815,923,1031,1139,1247,1355,1463,1571,1579,1687,1795,1903,2011,1859,1967,2075,2183,2291,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4colorenvelope,#10 Envelope w/ Window,0,null,null,null,4/0 ( Full Color Front Side),70# Uncoated Offset Smooth,Uncoated,2-3 Days,269,361.5,454,546.5,639,755,871,987,1103,1219,1335,1451,1567,1683,1699,1815,1931,2047,2163,2019,2135,2251,2367,2483,2499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4colorenvelope,4.375x5.75,0,null,null,null,4/0 ( Full Color Front Side),70# Uncoated Offset Smooth,Uncoated,2-3 Days,275,375,475,575,675,776,877,978,1079,1180,1281,1382,1483,1584,1685,1786,1887,1988,2089,2190,2291,2392,2493,2594,2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4colorenvelope,5.25x7.25,0,null,null,null,4/0 ( Full Color Front Side),70# Uncoated Offset Smooth,Uncoated,2-3 Days,275,375,475,575,675,776,877,978,1079,1180,1281,1382,1483,1584,1685,1786,1887,1988,2089,2190,2291,2392,2493,2594,2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4colorenvelope,6x9 Booklet,0,null,null,null,4/0 ( Full Color Front Side),70# Uncoated Offset Smooth,Uncoated,2-3 Days,375,510,645,780,915,1041,1167,1293,1419,1545,1671,1797,1923,2049,2175,2301,2427,2553,2679,2805,2931,3057,3183,3309,3435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4colorenvelope,9x12 Booklet,0,null,null,null,4/0 ( Full Color Front Side),70# Uncoated Offset Smooth,Uncoated,2-3 Days,499,660.5,822,983.5,1145,1327.8,1510.6,1693.4,1876.2,2059,2241.8,2424.6,2607.4,2790.2,2699,2881.8,3064.6,3247.4,3430.2,3059,3241.8,3424.6,3607.4,3790.2,3499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4colorenvelope,9.5x12.5 Booklet,0,null,null,null,4/0 ( Full Color Front Side),70# Uncoated Offset Smooth,Uncoated,2-3 Days,499,660.5,822,983.5,1145,1327.8,1510.6,1693.4,1876.2,2059,2241.8,2424.6,2607.4,2790.2,2699,2881.8,3064.6,3247.4,3430.2,3059,3241.8,3424.6,3607.4,3790.2,3499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4colorenvelope,10x13 Booklet,0,null,null,null,4/0 ( Full Color Front Side),70# Uncoated Offset Smooth,Uncoated,2-3 Days,579,770.5,962,1153.5,1345,1567.8,1790.6,2013.4,2236.2,2459,2681.8,2904.6,3127.4,3350.2,3199,3421.8,3644.6,3867.4,4090.2,3659,3881.8,4104.6,4327.4,4550.2,4199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
