sku,Size,Color,Paper,Coating,weight,Wildcard,Cover,Page,Turnaround,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000
sellsheets,8.5x11,4/4 (Full Color Both Sides),14pt C2S (Gloss Cover),AQ 2 Side ( Semi Gloss Coated),0,null,null,null,2-3 Days,349,424,499,574,649,749,849,949,1049,1149,1231,1313,1395,1477,1559,1607,1655,1703,1751,1799,1887,1975,2063,2151,2239
sellsheets,8.5x11,4/4 (Full Color Both Sides),100 # Lb (Gloss Cover),AQ 2 Side ( Semi Gloss Coated),0,null,null,null,2-3 Days,319,399,469,544,619,719,819,919,1019,1109,1191,1273,1355,1437,1519,1567,1615,1663,1711,1759,1837,1925,2013,2101,2189
