sku,Size ,Color,Page,weight,Paper,Coating,Turnaround,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,1000
calendars_12248e16f0b2df11a9309ff116596cb6, 8.5x11, 4/4 ( Full Color Both Sides),  24 page + Cover,null, 100# Gloss Text w/ 100# Glossy,  AQ 2 Sides (Semi-Gloss),5-6 Days,2534,2889,3244,3599,3948,4297,4646,4995,5344,5693,6042,6391,6740,7089,74380,7787,8136,8485,8834,9183,9532,9881,102300,10579,2179
calendars_c271b96017bfec0d0cbce190ea2806d4, 12x12, 4/4 ( Full Color Both Sides),  24 page + Cover,null, 100# Gloss Text w/ 100# Glossy,  AQ 2 Sides (Semi-Gloss),5-6 Days,3801.5,4334,4866.5,5399,5919,6439,6959,7479,79990,8519,9039,9559,10079,105990,11119,11639,12159,12679,131990,13719,14239,14759,15279,157990,3269
